1,2,3
1,4,30
1,6,49
1,8,68
1,10,81
1,1,2
1,3,29
1,5,48
1,7,67
1,9,80
2,2,27
2,4,46
2,6,65
2,8,78
2,1,1
2,3,28
2,5,47
2,7,66
2,9,79
3,2,5
3,4,32
3,6,51
3,8,70
3,1,4
3,3,31
3,5,50
3,7,69
4,2,44
4,4,63
4,6,76
4,1,26
4,3,45
4,5,64
4,7,77
5,2,7
5,4,34
5,6,53
5,1,6
5,3,33
5,5,52
6,2,9
6,4,36
6,6,55
6,1,8
6,3,35
6,5,54
7,2,11
7,4,38
7,6,57
7,1,10
7,3,37
7,5,56
8,2,13
8,4,40
8,6,59
8,1,12
8,3,39
8,5,58
9,2,83
9,4,90
9,1,71
9,3,84
9,5,91
10,2,72
10,4,85
10,1,60
10,3,73
10,5,86
11,2,61
11,4,74
11,1,43
11,3,62
11,5,75
12,2,15
12,4,42
12,1,14
12,3,41
13,2,88
13,1,82
13,3,89
14,2,93
14,1,87
14,3,94
15,2,96
15,1,92
15,3,97
16,2,99
16,1,95
16,3,100
17,2,25
17,1,24
18,2,23
18,1,22
19,2,21
19,1,20
20,2,19
20,1,18
21,2,17
21,1,16
22,1,98
